Start,Duration,Class of Type,Event Type,Kind of Object,Event Object,Comment,Tag,Status
2022-06-25 17:30,30,Unclassified,Consume,Unclassified,Podcast,Keep It; Transit Redhill to Home,,Done
2022-06-25 18:00,30,Unclassified,Consume,Unclassified,Podcast,Strict Scrutiny; Settle Down ,,Done
2022-06-25 18:30,30,Unclassified,Create,Unclassified,Gardening,Plant Parenting - Setting Up Shelf; the Waves,,Done
2022-06-25 19:00,30,Unclassified,Consume,Unclassified,Podcast,"Positively Dreadful; laundry, Shower",,Done
2022-06-25 19:30,30,Unclassified,Consume,Unclassified,Podcast,Positively Dreadful; Laundry,,Done
2022-06-25 20:00,30,Unclassified,Consume,Unclassified,Movies ,Hidden Gems,,Done
2022-06-25 20:30,30,Unclassified,Create,Unclassified,Knitting,Pamy’s Blanket; Hidden Gems,,Done
2022-06-25 21:00,30,Unclassified,Consume,Unclassified,Movies ,Caribbean Summer,,Done
2022-06-25 21:30,30,Unclassified,Create,Unclassified,Knitting,Pamy’s Blanket; Caribbean Summer,,Done
2022-06-25 22:00,30,Unclassified,Care,Unclassified,Yoga,10 minute Yin yoga with Joelle in bed,,Done
2022-06-25 22:30,30,Unclassified,Consume,Unclassified,Books,The Palace Papers,,Done
2022-06-25 23:00,30,Unclassified,Care,Unclassified,Masturbation,Pornhub,,Done
2022-06-25 23:30,540,Unclassified,Circadian,Unclassified,,Home,,Done
2022-06-26 08:30,30,Unclassified,Consume,Unclassified,Podcast,Pivot; Morning Journal,,Done
2022-06-26 09:00,30,Unclassified,Consume,Unclassified,Podcast,Pivot; Prep for Transit,,Done
2022-06-26 09:30,30,Unclassified,Consume,Unclassified,Podcast,Lovett or Leave It; Transit Home to Clarke Quay,,Done
2022-06-26 10:00,90,Unclassified,Connect,Unclassified,Friends,Brunch with Chetna at Prive ACM ,,Done
2022-06-26 11:30,30,Unclassified,Consume,Unclassified,Podcast,Lovett or Leave it; Transit Raffles Place to Esplanade,,Done
2022-06-26 12:00,30,Unclassified,Create,Unclassified,Blog,Unravel Your Year - June 2022 at library@esplanade,,Done
2022-06-26 12:30,30,Unclassified,Consume,Unclassified,Books,The New Map,,Done
2022-06-26 13:00,30,Unclassified,Consume,Unclassified,Books,The Palace Papers,,Done
2022-06-26 13:30,30,Unclassified,Consume,Unclassified,Podcast,Lovett or Leave It; Transit Esplanade to Bras Basah,,Done
2022-06-26 14:00,150,Unclassified,Consume,Unclassified,Movies ,Top Gun Maverick with the Siblings at The Cathay,,Done
2022-06-26 16:30,120,Unclassified,Connect,Unclassified,Family,Post Movie coffee with siblings ,,Done
2022-06-26 18:30,30,Unclassified,Consume,Unclassified,Podcast,Hot Take; Transit Dhoby Ghaut to Home,,Done
2022-06-26 19:00,30,Unclassified,Consume,Unclassified,Podcast,Hot Take; Settle In and Laundry,,Done
2022-06-26 19:30,30,Unclassified,Consume,Unclassified,Movies ,Mariah’s Lighthouse; Dinner,,Done
2022-06-26 20:00,30,Unclassified,Create,Unclassified,Knitting,Pamy’s Blanket; Mariah’s Lighthouse,,Done
2022-06-26 20:30,30,Unclassified,Consume,Unclassified,Movies ,Two Tickets to Paradise,,Done
2022-06-26 21:00,30,Unclassified,Create,Unclassified,Knitting,Pamy’s Blanket; Two Tickets to Paradise,,Done
2022-06-26 21:30,540,Unclassified,Circadian,Unclassified,,Home,,Done
2022-06-27 06:30,30,Unclassified,Consume,Unclassified,Podcast,Up First; Prep for Transit,,Done
2022-06-27 07:00,60,Unclassified,Consume,Unclassified,Podcast,Offline; Transit Home to Mountbatten,,Done
2022-06-27 08:00,90,Unclassified,Circadian,Unclassified,,Nap at Mountbatten ,,Done
2022-06-27 09:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-06-27 10:00,30,Unclassified,Career,Unclassified,Governance,Catch Up On Email,,Done
2022-06-27 10:30,30,Unclassified,Career,Unclassified,Governance,Catch Up On Slack,,Done
2022-06-27 11:00,30,Unclassified,Career,Unclassified,Meeting,Aampe x ID,,Done
2022-06-27 11:30,30,Unclassified,Career,Unclassified,Meeting,Grab Unli Experiments x PH,,Done
2022-06-27 12:00,30,Unclassified,Consume,Unclassified,Podcast,Offline; Transit Mountbatten to Stadium,,Done
2022-06-27 12:30,30,Unclassified,Consume,Unclassified,Podcast,Your Weekly oracle; Grocery,,Done
2022-06-27 13:00,30,Unclassified,Consume,Unclassified,Podcast,X-ray Vision; Cut Pineapples,,Done
2022-06-27 13:30,30,Unclassified,Career,Unclassified,Project,Newsletter Update,,Done
2022-06-27 14:00,30,Unclassified,Career,Unclassified,Project,Vision Exercise Pre-Read,,Done
2022-06-27 14:30,30,Unclassified,Career,Unclassified,Meeting,Aampe x TH,,Done
2022-06-27 15:00,60,Unclassified,Career,Unclassified,Meeting,Comms Tf Vision,,Done
2022-06-27 16:00,60,Unclassified,Career,Unclassified,Meeting,Sustainability Dashboard ,,Done
2022-06-27 17:00,60,Unclassified,Care,Unclassified,Running,2KM Mountbatten Loop,,Done
2022-06-27 18:00,90,Unclassified,Connect,Unclassified,Partner,Dinner Prep,,Done
2022-06-27 19:30,30,Unclassified,Connect,Unclassified,Partner,Wind Down; Clean Bathroom,,Done
2022-06-27 20:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-06-27 20:30,30,Unclassified,Connect,Unclassified,Partner,Dinner,,Done
2022-06-27 21:00,60,Unclassified,Connect,Unclassified,Partner,Netflix and Chill; Stranger Things,,Done
2022-06-27 22:00,90,Unclassified,Consume,Unclassified,Books,The Palace Papers,,Done
2022-06-27 23:30,480,Unclassified,Circadian,Unclassified,,Mountbatten ,,Done
2022-06-28 07:30,30,Unclassified,Connect,Unclassified,Partner,Prep for Run,,Done
2022-06-28 08:00,60,Unclassified,Care,Unclassified,Running,2.3KM Mountbatten Loop,,Done
2022-06-28 09:00,30,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2022-06-28 09:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-06-28 10:00,30,Unclassified,Career,Unclassified,Governance,Catch up on Emails,,Done
2022-06-28 10:30,30,Unclassified,Career,Unclassified,Governance,Catch up on Slack,,Done
2022-06-28 11:00,60,Unclassified,Career,Unclassified,Meeting,All Hands,,Done
2022-06-28 12:00,60,Unclassified,Career,Unclassified,Meeting,Team Lunch,,Done
2022-06-28 13:00,60,Unclassified,Career,Unclassified,Meeting,GTO Team Sync,,Done
2022-06-28 14:00,60,Unclassified,Career,Unclassified,Project,Freq Cap Proposal,,Done
2022-06-28 15:00,30,Unclassified,Career,Unclassified,Meeting,1:1 Adrian,,Done
2022-06-28 15:30,30,Unclassified,Career,Unclassified,Meeting,1:1 Iris,,Done
2022-06-28 16:00,30,Unclassified,Career,Unclassified,Meeting,Playbook Briefing Elaine,,Done
2022-06-28 16:30,30,Unclassified,Career,Unclassified,Meeting,Carbon Center Weekly Catch Up,,Done
2022-06-28 17:00,30,Unclassified,Career,Unclassified,Meeting,1:1 Karlan,,Done
2022-06-28 17:30,30,Unclassified,Career,Unclassified,Governance,Catch up on Slack,,Done
2022-06-28 18:00,30,Unclassified,Consume,Unclassified,Podcast,X-Ray Vision; Settle In,,Done
2022-06-28 18:30,30,Unclassified,Consume,Unclassified,Books,The New Map,,Done
2022-06-28 19:00,30,Unclassified,Consume,Unclassified,Movies ,BORGEN; Dinner,,Done
2022-06-28 19:30,30,Unclassified,Create,Unclassified,Knitting,Pamy’s Blanket; Borgen,,Done
2022-06-28 20:00,30,Unclassified,Consume,Unclassified,Movies ,Borgen,,Done
2022-06-28 20:30,60,Unclassified,Consume,Unclassified,Books,The New Map,,Done
2022-06-28 21:30,30,Unclassified,Consume,Unclassified,Podcast,X-Ray Vision; wind down,,Done
2022-06-28 22:00,90,Unclassified,Consume,Unclassified,Books,An offer from a gentleman,,Done
2022-06-28 23:30,570,Unclassified,Circadian,Unclassified,,Home,,Done
2022-06-29 09:00,30,Unclassified,Consume,Unclassified,Mobile,Morning Journal,,Done
2022-06-29 09:30,30,Unclassified,Consume,Unclassified,Books,Romancing Mr Bridgerton ,,Done
2022-06-29 10:00,30,Unclassified,Career,Unclassified,Governance,Catch up on Email,,Done
2022-06-29 10:30,30,Unclassified,Career,Unclassified,Governance,Catch up on slack,,Done
2022-06-29 11:00,60,Unclassified,Career,Unclassified,Project,Aampe MY GRAB unli Pax ID mapping,,Done
2022-06-29 12:00,30,Unclassified,Career,Unclassified,Project,Aampe Experiment Follow Up Emails,,Done
2022-06-29 12:30,30,Unclassified,Career,Unclassified,Meeting,Project Hornet Bi-Monthly Updates,,Done
2022-06-29 13:00,30,Unclassified,Career,Unclassified,Troubleshoot,VN Pop-Up Issue,,Done
2022-06-29 13:30,30,Unclassified,Care,Unclassified,WeightTraining,,,Done
2022-06-29 14:00,30,Unclassified,Career,Unclassified,Troubleshoot,Hedwig Template Convert ,,Done
2022-06-29 14:30,30,Unclassified,Career,Unclassified,Troubleshoot,VN Pop-Up Issue,,Done
2022-06-29 15:00,30,Unclassified,Consume,Unclassified,Podcast,Pod save America; transit Home to Toa Payoh,,Done
2022-06-29 15:30,30,Unclassified,Care,Unclassified,Walking,Meals on Wheels delivery,,Done
2022-06-29 16:00,30,Unclassified,Consume,Unclassified,Podcast,Pod Save America; Transit Toa Payoh to Home,,Done
2022-06-29 16:30,30,Unclassified,Career,Unclassified,Project,Comms Platform TF Engagement Model Socialisation,,Done
2022-06-29 17:00,30,Unclassified,Career,Unclassified,Governance,Catch up on Slack,,Done
2022-06-29 17:30,30,Unclassified,Consume,Unclassified,Podcast,X-Ray Vision; Transit Home to Mountbatten ,,Done
2022-06-29 18:00,30,Unclassified,Consume,Unclassified,Podcast,Multiamory; Transit Home to Mountbatten ,,Done
2022-06-29 18:30,30,Unclassified,Connect,Unclassified,Partner,Prep for Dinner,,Done
2022-06-29 19:00,30,Unclassified,Connect,Unclassified,Partner,Prep for Recording,,Done
2022-06-29 19:30,60,Unclassified,Create,Unclassified,Podcast,GND Ep 5 Recording,,Done
2022-06-29 20:30,30,Unclassified,Connect,Unclassified,Partner,Dinner,,Done
2022-06-29 21:00,30,Unclassified,Connect,Unclassified,Partner,Bread Prep,,Done
2022-06-29 21:30,30,Unclassified,Connect,Unclassified,Partner,Wind down,,Done
2022-06-29 22:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-06-29 22:30,30,Unclassified,Consume,Unclassified,Books,Why We Sleep,,Done
2022-06-29 23:00,30,Unclassified,Consume,Unclassified,Books,Generation Dread,,Done
2022-06-29 23:30,570,Unclassified,Circadian,Unclassified,,Mountbatten ,,Done
2022-06-30 09:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-06-30 09:30,30,Unclassified,Connect,Unclassified,Partner,Prep for Transit,,Done
2022-06-30 10:00,30,Unclassified,Career,Unclassified,Governance,Check up on Emails,,Done
2022-06-30 10:30,30,Unclassified,Career,Unclassified,Governance,Check up on Slack,,Done
2022-06-30 11:00,30,Unclassified,Career,Unclassified,Meeting,1:1 Adrian,,Done
2022-06-30 11:30,30,Unclassified,Career,Unclassified,Meeting,Support group,,Done
2022-06-30 12:00,30,Unclassified,Consume,Unclassified,Books,Romancing Mr Bridgerton,,Done
2022-06-30 12:30,90,Unclassified,Career,Unclassified,Project,Freq Cap Proposal Revisions,,Done
2022-06-30 14:00,30,Unclassified,Career,Unclassified,Meeting,1:1 Ailla ,,Done
2022-06-30 14:30,30,Unclassified,Career,Unclassified,Meeting,Car Icons ID,,Done
2022-06-30 15:00,30,Unclassified,Career,Unclassified,Project,Car Icons Grab X Upload,,Done
2022-06-30 15:30,30,Unclassified,Career,Unclassified,Meeting,1:1 Ashish ,,Done
2022-06-30 16:00,60,Unclassified,Career,Unclassified,Meeting,Comms Platform TF Bi-Monthly Program Review,,Done
2022-06-30 17:00,30,Unclassified,Career,Unclassified,Project,Better Up; Katia,,Done
2022-06-30 17:30,30,Unclassified,Career,Unclassified,Project,Aampe PH GRAB unli Pax ID mapping,,Done
2022-06-30 18:00,60,Unclassified,Consume,Unclassified,Podcast,X-Ray Vision; Transit Work to Home,,Done
2022-06-30 19:00,30,Unclassified,Consume,Unclassified,Movies ,Borgen; Dinner,,Done
2022-06-30 19:30,30,Unclassified,Create,Unclassified,Knitting,Pamy’s Blanket; Borgen,,Done
2022-06-30 20:00,30,Unclassified,Consume,Unclassified,Books,Why We Sleep,,Done
2022-06-30 20:30,30,Unclassified,Consume,Unclassified,Books,Generation Dread,,Done
2022-06-30 21:00,30,Unclassified,Care,Unclassified,Yoga,10 Minute Yin wind down,,Done
2022-06-30 21:30,30,Unclassified,Consume,Unclassified,Books,Romancing Mr bridgerton,,Done
2022-06-30 22:00,120,Unclassified,Circadian,Unclassified,,Home,,Done
2022-07-01 00:00,450,Unclassified,Circadian,Unclassified,,Hoke,,Done
2022-07-01 07:30,30,Unclassified,Create,Unclassified,Cooking,Breakfast Prep; Fried Rice and Avocado,,Done
2022-07-01 08:00,60,Unclassified,Connect,Unclassified,Partner,Breakfast; Pod Save America,,Done
2022-07-01 09:00,30,Unclassified,Consume,Unclassified,Podcast,Pod Save America; breakfast clean Up,,Done
2022-07-01 09:30,30,Unclassified,Consume,Unclassified,Podcast,Pod save America ,,Done
2022-07-01 10:00,30,Unclassified,Career,Unclassified,Governance,Catch up on email,,Done
2022-07-01 10:30,30,Unclassified,Career,Unclassified,Governance,Catch up on slack,,Done
2022-07-01 11:00,90,Unclassified,Career,Unclassified,Project,Playbook Updates,,Done
2022-07-01 12:30,60,Unclassified,Connect,Unclassified,Partner,Lunch,,Done
2022-07-01 13:30,30,Unclassified,Connect,Unclassified,Partner,Argument About Being Boring,,Done
2022-07-01 14:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-07-01 14:30,60,Unclassified,Career,Unclassified,Project,Reforge,,Done
2022-07-01 15:30,30,Unclassified,Career,Unclassified,Meeting,Freq Cap Updates,,Done
2022-07-01 16:00,60,Unclassified,Career,Unclassified,Meeting,Bi-monthly Sustainability Update,,Done
2022-07-01 17:00,30,Unclassified,Career,Unclassified,Project,PAX ID grabber convert ,,Done
2022-07-01 17:30,30,Unclassified,Connect,Unclassified,Partner,Discuss Afternoons,,Done
2022-07-01 18:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-07-01 18:30,60,Unclassified,Connect,Unclassified,Partner,Transit Home to Mountbatten ,,Done
2022-07-01 19:30,30,Unclassified,Consume,Unclassified,Mobile,Transit Mountbatten to Marine Parade,,Done
2022-07-01 20:00,30,Unclassified,Connect,Unclassified,Partner,Dinner at Marine Parade,,Done
2022-07-01 20:30,30,Unclassified,Connect,Unclassified,Partner,,,Done
2022-07-01 21:00,30,Unclassified,Connect,Unclassified,Partner,ECP talk by beach; Half year resolutions ,,Done
2022-07-01 21:30,30,Unclassified,Connect,Unclassified,Partner,Transit Marine Parade to Mountbatten,,Done
2022-07-01 22:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-07-01 22:30,30,Unclassified,Connect,Unclassified,Partner,Pattys H2 Resolutions,,Done
2022-07-01 23:00,60,Unclassified,Circadian,Unclassified,,Mountbatten,,Done
2022-07-02 00:00,630,Unclassified,Circadian,Unclassified,,Mountbatten ,,Done
2022-07-02 10:30,30,Unclassified,Consume,Unclassified,Podcast,BBC F1 Chequered Flag; Laundry,,Done
2022-07-02 11:00,30,Unclassified,Consume,Unclassified,Podcast,Keep it; Breakfast Prep,,Done
2022-07-02 11:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2022-07-02 12:00,60,Unclassified,Create,Unclassified,Podcast,GND EP 9 Intro Recording,,Done
2022-07-02 13:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-07-02 13:30,60,Unclassified,Consume,Unclassified,Podcast,Keep It; Transit Mountbatten to Home,,Done
2022-07-02 14:30,30,Unclassified,Consume,Unclassified,Podcast,The View from the Lane; Settle In,,Done
2022-07-02 15:00,150,Unclassified,Create,Unclassified,Podcast,GND ep 9 editing,,Done
2022-07-02 17:30,30,Unclassified,Create,Unclassified,Cooking,Guacamole and Fried Souedough; X-Ray vision,,Done
2022-07-02 18:00,30,Unclassified,Consume,Unclassified,Mobile,Evening Journal,,Done
2022-07-02 18:30,30,Unclassified,Consume,Unclassified,Books,Why we Sleep,,Done
2022-07-02 19:00,60,Unclassified,Care,Unclassified,Cycling,The Kardashians,,Done
2022-07-02 20:00,30,Unclassified,Consume,Unclassified,Movies ,BORGEN; Dinner,,Done
2022-07-02 20:30,30,Unclassified,Create,Unclassified,Knitting,Pamy’s Blanket; BORGEN ,,Done
2022-07-02 21:00,30,Unclassified,Consume,Unclassified,Books,Romancing Mr Bridgerton,,Done
2022-07-02 21:30,30,Unclassified,Consume,Unclassified,Books,Why we sleep,,Done
2022-07-02 22:00,60,Unclassified,Consume,Unclassified,Sports,F1 British GP qualifying,,Done
2022-07-02 23:00,30,Unclassified,Consume,Unclassified,Books,Generation dread,,Done
2022-07-02 23:30,30,Unclassified,Consume,Unclassified,Books,Romancing Mr Bridgerton,,Done
2022-07-03 00:00,30,Unclassified,Care,Unclassified,Masturbation,Pornhub ,,Done
2022-07-03 00:30,450,Unclassified,Circadian,Unclassified,,Home,,Done
2022-07-03 08:00,30,Unclassified,Create,Unclassified,Education,Duolingo,,Done
2022-07-03 08:30,30,Unclassified,Consume,Unclassified,Books,Romancing Mr Bridgerton,,Done
2022-07-03 09:00,30,Unclassified,Consume,Unclassified,Podcast,BBC f1 chequered flag; prep for transit,,Done
2022-07-03 09:30,60,Unclassified,Consume,Unclassified,Podcast,Lovett or Leave It; Transit Home to HarbourFront ,,Done
2022-07-03 10:30,30,Unclassified,Connect,Unclassified,Friends,Transit HarbourFront to Sentosa; Beach Day with Cynch,,Done
2022-07-03 11:00,30,Unclassified,Connect,Unclassified,Friends,Beach Day with Cynch; Bridgerton Discussion,,Done
2022-07-03 11:30,90,Unclassified,Consume,Unclassified,Books,Romancing Mr Bridgerton,,Done
2022-07-03 13:00,30,Unclassified,Connect,Unclassified,Friends,Beach Day with Cynch; Snack Time,,Done
2022-07-03 13:30,30,Unclassified,Consume,Unclassified,Books,Why we sleep,,Done
2022-07-03 14:00,30,Unclassified,Connect,Unclassified,Friends,Beach Day with Cynch,,Done
2022-07-03 14:30,30,Unclassified,Connect,Unclassified,Friends,Transit Sentosa to HarbourFront; Beach Day with Cynch,,Done
2022-07-03 15:00,30,Unclassified,Consume,Unclassified,Podcast,Lovett or Leave It; Transit HarbourFront to Home,,Done
2022-07-03 15:30,30,Unclassified,Consume,Unclassified,Podcast,Lovett or Leave It; Settle In,,Done
2022-07-03 16:00,30,Unclassified,Consume,Unclassified,Podcast,Positively Dreadful; Prep for Dinner,,Done
2022-07-03 16:30,60,Unclassified,Consume,Unclassified,Movies ,Borgen; Early Dinner,,Done
2022-07-03 17:30,30,Unclassified,Consume,Unclassified,Books,Generation Dread,,Done
2022-07-03 18:00,30,Unclassified,Circadian,Unclassified,,Nap at Home,,Done
2022-07-03 18:30,60,Unclassified,Consume,Unclassified,Movies ,Borgen,,Done
2022-07-03 19:30,30,Unclassified,Consume,Unclassified,Podcast,Positively Dreadful; Transit Home to Punggol,,Done
2022-07-03 20:00,30,Unclassified,Consume,Unclassified,Podcast,Transit Home to Punggol,,Done
2022-07-03 20:30,90,Unclassified,Connect,Unclassified,Friends,British GP and Chill with the Singhs,,Done
2022-07-03 22:00,120,Unclassified,Consume,Unclassified,Sports,British GP,,Done
2022-07-04 00:00,60,Unclassified,Connect,Unclassified,Friends,British GP and Chill with the Singhs,,Done
2022-07-04 01:00,60,Unclassified,Consume,Unclassified,Books,,,Done
2022-07-04 02:00,300,Unclassified,Circadian,Unclassified,,Home,,Done
2022-07-04 07:00,30,Unclassified,Consume,Unclassified,Mobile,Morning Journal; Transit Home to Mountbatten,,Done
2022-07-04 07:30,30,Unclassified,Consume,Unclassified,Podcast,Offline; Transit Home to Mountbatten,,Done
2022-07-04 08:00,60,Unclassified,Care,Unclassified,Running,2KM Mountbatten Loop,,Done
2022-07-04 09:00,30,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2022-07-04 09:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-07-04 10:00,120,Unclassified,Career,Unclassified,Meeting,,,Done
2022-07-04 12:00,60,Unclassified,Connect,Unclassified,Partner,lunch,,Done
2022-07-04 13:00,30,Unclassified,Career,Unclassified,Governance,Catch up on Emails,,Done
2022-07-04 13:30,30,Unclassified,Career,Unclassified,Governance,Catch up on Slack,,Done
2022-07-04 14:00,60,Unclassified,Career,Unclassified,Project,Aampe; PH grabunli ,,Done
2022-07-04 15:00,30,Unclassified,Career,Unclassified,Project,Playbook Revisions,,Done
2022-07-04 15:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-07-04 16:00,60,Unclassified,Career,Unclassified,Project,Playbook Revisions,,Done
2022-07-04 17:00,30,Unclassified,Career,Unclassified,Troubleshoot,Hedwig Conversions,,Done
2022-07-04 17:30,30,Unclassified,Consume,Unclassified,Podcast,Offline; Grocery,,Done
2022-07-04 18:00,30,Unclassified,Consume,Unclassified,Podcast,X-Ray Vision; Transit Paya Lebar to Home,,Done
2022-07-04 18:30,30,Unclassified,Connect,Unclassified,Partner,Dinner prep,,Done
2022-07-04 19:00,30,Unclassified,Connect,Unclassified,Partner,Dinner,,Done
2022-07-04 19:30,30,Unclassified,Connect,Unclassified,Partner,Dinner clean up ,,Done
2022-07-04 20:00,30,Unclassified,Connect,Unclassified,Partner,Basil Re-potting,,Done
2022-07-04 20:30,30,Unclassified,Connect,Unclassified,Partner,GND outreach discussion,,Done
2022-07-04 21:00,60,Unclassified,Connect,Unclassified,Partner,Netflix and chill; Stranger Things,,Done
2022-07-04 22:00,30,Unclassified,Consume,Unclassified,Books,To Sir Philip with Love,,Done
2022-07-04 22:30,30,Unclassified,Connect,Unclassified,Partner,Sex while reading ,,Done
2022-07-04 23:00,540,Unclassified,Circadian,Unclassified,,Mountbatten,,Done
2022-07-05 08:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2022-07-05 08:30,30,Unclassified,Create,Unclassified,Cooking,Breakfast prep,,Done
2022-07-05 09:00,30,Unclassified,Connect,Unclassified,Partner,Breakfast ,,Done
2022-07-05 09:30,30,Unclassified,Consume,Unclassified,Podcast,Up First; Prep for Transit ,,Done
2022-07-05 10:00,30,Unclassified,Career,Unclassified,Governance,Catch up on Slack,,Done
2022-07-05 10:30,30,Unclassified,Career,Unclassified,Governance,Catch up on Email,,Done
2022-07-05 11:00,30,Unclassified,Career,Unclassified,Project,Sustainability Slides for cheryl,,Done
2022-07-05 11:30,30,Unclassified,Career,Unclassified,Troubleshoot,Inbox Delete; MY,,Done
2022-07-05 12:00,60,Unclassified,Career,Unclassified,Meeting,Team Lunch,,Done
2022-07-05 13:00,30,Unclassified,Career,Unclassified,Troubleshoot,Inbox Delete; MY,,Done
2022-07-05 13:30,30,Unclassified,Career,Unclassified,Project,Sustainability Timelines,,Done
2022-07-05 14:00,60,Unclassified,Career,Unclassified,Meeting,Playbook Revisions,,Done
2022-07-05 15:00,60,Unclassified,Career,Unclassified,Meeting,Sustainability Training,,Done
2022-07-05 16:00,30,Unclassified,Career,Unclassified,Meeting,MEX Comms Requests,,Done
2022-07-05 16:30,30,Unclassified,Career,Unclassified,Meeting,1:1 WanXuan ,,Done
2022-07-05 17:00,30,Unclassified,Career,Unclassified,Troubleshoot,Hedwig Inbox Delete,,Done
2022-07-05 17:30,30,Unclassified,Career,Unclassified,Meeting,1:1 Karlan,,Done
2022-07-05 18:00,30,Unclassified,Consume,Unclassified,Podcast,X-Ray Vision; Transit Work to city Hall,,Done
2022-07-05 18:30,60,Unclassified,Consume,Unclassified,Books,,,Done
2022-07-05 19:30,150,Unclassified,Connect,Unclassified,Family,Dinner with Yassy and Pamy; Din Tai Fung,,Done
2022-07-05 22:00,30,Unclassified,Consume,Unclassified,Podcast,Pivot; Transit Bugis to Home,,Done
2022-07-05 22:30,120,Unclassified,Consume,Unclassified,Books,To sir Philip with love,,Done
2022-07-06 00:30,30,Unclassified,Care,Unclassified,Masturbation,Pornhub,,Done
2022-07-06 01:00,420,Unclassified,Circadian,Unclassified,,Home,,Done
2022-07-06 08:00,30,Unclassified,Connect,Unclassified,Family,Waffle Elite Chat,,Done
2022-07-06 08:30,30,Unclassified,Care,Unclassified,Masturbation,Pornhub,,Done
2022-07-06 09:00,30,Unclassified,Consume,Unclassified,Mobile,Morning Journal,,Done
2022-07-06 09:30,30,Unclassified,Consume,Unclassified,Books,When He was Wicked,,Done
2022-07-06 10:00,30,Unclassified,Career,Unclassified,Governance,Catch up on Email,,Done
2022-07-06 10:30,30,Unclassified,Career,Unclassified,Governance,Catch up on Slack,,Done
2022-07-06 11:00,60,Unclassified,Career,Unclassified,Reports,Su Mom’s Monthly Report,,Done
2022-07-06 12:00,90,Unclassified,Career,Unclassified,Project,Aampe Message Set Up,,Done
2022-07-06 13:30,90,Unclassified,Career,Unclassified,Project,Playbook Revisions,,Done
2022-07-06 15:00,30,Unclassified,Career,Unclassified,Troubleshoot,Hedwig Conversion,,Done
2022-07-06 15:30,30,Unclassified,Consume,Unclassified,Podcast,Hysteria; Transit Home to Toa Payoh,,Done
2022-07-06 16:00,30,Unclassified,Care,Unclassified,Walking,Meals on Wheels Delivery,,Done
2022-07-06 16:30,30,Unclassified,Consume,Unclassified,Podcast,Hysteria; Transit Toa Payoh to Home,,Done
2022-07-06 17:00,30,Unclassified,Career,Unclassified,Governance,Catch up on slack,,Done
2022-07-06 17:30,30,Unclassified,Care,Unclassified,WeightTraining,20 minute Arms,,Done
2022-07-06 18:00,120,Unclassified,Create,Unclassified,Cooking,Dinner Prep; Veggie Pasta,,Done
2022-07-06 20:00,60,Unclassified,Create,Unclassified,Podcast,BMIH S3E4 Recording,,Done
2022-07-06 21:00,30,Unclassified,Consume,Unclassified,Movies ,BORGEN; Dinner,,Done
2022-07-06 21:30,30,Unclassified,Create,Unclassified,Knitting,Pamy’s Blanket; BORGEN,,Done
2022-07-06 22:00,60,Unclassified,Consume,Unclassified,Books,When He Was Wicked,,Done
2022-07-06 23:00,630,Unclassified,Circadian,Unclassified,,Home,,Done
2022-07-07 09:30,30,Unclassified,Consume,Unclassified,Podcast,The Huberman Lab; Prep for Transit,,Done
2022-07-07 10:00,60,Unclassified,Career,Unclassified,Governance,,,Done
2022-07-07 11:00,60,Unclassified,Career,Unclassified,Meeting,Grab 10 Year Anniversary All Hands,,Done
2022-07-07 12:00,30,Unclassified,Career,Unclassified,Reports,Playbook Revisions,,Done
2022-07-07 12:30,30,Unclassified,Consume,Unclassified,Books,When He Was Wicked; Lunch,,Done
2022-07-07 13:00,30,Unclassified,Career,Unclassified,Reports,Playbook Revisions,,Done
2022-07-07 13:30,60,Unclassified,Career,Unclassified,Meeting,Sustainability Sync with Cheryl,,Done
2022-07-07 14:30,30,Unclassified,Career,Unclassified,Project,Better Up; Daniel,,Done
2022-07-07 15:00,30,Unclassified,Career,Unclassified,Reports,Playbook Revisions,,Done
2022-07-07 15:30,30,Unclassified,Career,Unclassified,Meeting,Sustainability x MA,,Done
2022-07-07 16:00,60,Unclassified,Career,Unclassified,Reports,Playbook Revisions,,Done
2022-07-07 17:00,60,Unclassified,Career,Unclassified,Meeting,Elaine’s Farewell,,Done
2022-07-07 18:00,150,Unclassified,Career,Unclassified,Meeting,Elaine’s farewell ,,Done
2022-07-07 20:30,30,Unclassified,Consume,Unclassified,Podcast,Pod save the world; Transit Tiong Bahru to Home,,Done
2022-07-07 21:00,30,Unclassified,Consume,Unclassified,Books,When He Was Wicked,,Done
