Start,Duration,Class of Type,Event Type,Kind of Object,Event Object,Comment,Tag,Status
2021-10-31 22:30,30,Unclassified,Consume,Unclassified,Books,,,Done
2021-10-31 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-11-01 07:00,30,Unclassified,Care,Unclassified,Hygiene,,,Done
2021-11-01 07:30,30,Unclassified,Consume,Unclassified,Podcast,"BBC The Climate Question 
Transit Home to Mountbatten ",,Done
2021-11-01 08:00,30,Unclassified,Connect,Unclassified,Partner,Breakfast Prep,,Done
2021-11-01 08:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2021-11-01 09:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-01 09:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-01 10:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-11-01 10:30,30,Unclassified,Career,Unclassified,Reports,Reports User Count,,Done
2021-11-01 11:00,60,Unclassified,Create,Unclassified,Education,Python ,,Done
2021-11-01 12:00,30,Unclassified,Consume,Unclassified,Podcast,"Hex and the city 
Lunch run",,Done
2021-11-01 12:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-01 13:00,60,Unclassified,Connect,Unclassified,Partner,Lunch,,Done
2021-11-01 14:00,120,Unclassified,Circadian,Unclassified,,,,Done
2021-11-01 16:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-01 16:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-11-01 17:00,30,Unclassified,Consume,Unclassified,Books,Bowling Alone,,Done
2021-11-01 17:30,30,Unclassified,Consume,Unclassified,Books,Bel Canto,,Done
2021-11-01 18:00,30,Unclassified,Consume,Unclassified,Books,My mess is a bit of a life ,,Done
2021-11-01 18:30,30,Unclassified,Consume,Unclassified,Podcast,"A slight change of plans
Dinner run
",,Done
2021-11-01 19:00,30,Unclassified,Consume,Unclassified,Podcast,"The Guardian Saved for Later 
Dinner run
",,Done
2021-11-01 19:30,30,Unclassified,Connect,Unclassified,Partner,Dinner,,Done
2021-11-01 20:00,30,Unclassified,Consume,Unclassified,Books,Bowling Alone,,Done
2021-11-01 20:30,60,Unclassified,Consume,Unclassified,Books,The science of trust ,,Done
2021-11-01 21:30,30,Unclassified,Connect,Unclassified,Partner,Bread Making,,Done
2021-11-01 22:00,30,Unclassified,Consume,Unclassified,Books,,,Done
2021-11-01 22:30,30,Unclassified,Connect,Unclassified,Partner,Pillow Talk,,Done
2021-11-01 23:00,570,Unclassified,Circadian,Unclassified,,,,Done
2021-11-02 08:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-02 09:00,30,Unclassified,Connect,Unclassified,Partner,Breakfast prep,,Done
2021-11-02 09:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-02 10:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-11-02 10:30,30,Unclassified,Career,Unclassified,Meeting,Aampe Internal Alignment ,,Done
2021-11-02 11:00,30,Unclassified,Career,Unclassified,Meeting,Ematic Catch Up,,Done
2021-11-02 11:30,30,Unclassified,Connect,Unclassified,Colleagues,Support Group ,,Done
2021-11-02 12:00,60,Unclassified,Career,Unclassified,Reports,Su Mins Monthly report ,,Done
2021-11-02 13:00,30,Unclassified,Create,Unclassified,Education,Duolingo,,Done
2021-11-02 13:30,30,Unclassified,Consume,Unclassified,Movies ,,,Done
2021-11-02 14:00,30,Unclassified,Career,Unclassified,Meeting,1:1 Matias,,Done
2021-11-02 14:30,30,Unclassified,Career,Unclassified,Meeting,1:1 Qinyu,,Done
2021-11-02 15:00,60,Unclassified,Career,Unclassified,Meeting,1:1 Adrian ,,Done
2021-11-02 16:00,30,Unclassified,Consume,Unclassified,Podcast,"Offline
Transit Home to Novena",,Done
2021-11-02 16:30,60,Unclassified,Care,Unclassified,Yoga,,,Done
2021-11-02 17:30,30,Unclassified,Consume,Unclassified,Podcast,"Offline 
Transit Home to Novena",,Done
2021-11-02 18:00,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria 
Transit Home to Tanjong Pagar ",,Done
2021-11-02 18:30,30,Unclassified,Consume,Unclassified,Podcast,Transit Home to Marine Parade,,Done
2021-11-02 19:00,150,Unclassified,Connect,Unclassified,Colleagues,Drinks with Ketaki,,Done
2021-11-02 21:30,30,Unclassified,Connect,Unclassified,Colleagues,,,Done
2021-11-02 22:00,30,Unclassified,Care,Unclassified,Walking,"Hysteria
Transit Tanjong Pagar to Home ",,Done
2021-11-02 22:30,30,Unclassified,Consume,Unclassified,Books,,,Done
2021-11-02 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-11-03 07:00,30,Unclassified,Consume,Unclassified,,,,Done
2021-11-03 07:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-03 08:00,90,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-03 09:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-11-03 10:00,30,Unclassified,Create,Unclassified,Governance,Job Hunt,,Done
2021-11-03 10:30,30,Unclassified,Career,Unclassified,Meeting,1:1 Kong,,Done
2021-11-03 11:00,30,Unclassified,Create,Unclassified,Education,AMCHAM,,Done
2021-11-03 11:30,30,Unclassified,Career,Unclassified,Meeting,UCD performance marketing ,,Done
2021-11-03 12:00,30,Unclassified,Create,Unclassified,Governance,Job Hunt,,Done
2021-11-03 12:30,90,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-11-03 14:00,30,Unclassified,Consume,Unclassified,Books,Bel Canto,,Done
2021-11-03 14:30,30,Unclassified,Consume,Unclassified,Podcast,"Pod save America
Transit home to Toa Payoh ",,Done
2021-11-03 15:00,60,Unclassified,Care,Unclassified,Walking,"Meals on Wheels
Pod save America ",,Done
2021-11-03 16:00,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria 
Transit Toa Payoh to Novena",,Done
2021-11-03 16:30,30,Unclassified,Consume,Unclassified,Podcast,"The Journal
Bah Kuh Teh while it rains ",,Done
2021-11-03 17:00,30,Unclassified,Consume,Unclassified,Podcast,"The Journal
Transit Novena to Home",,Done
2021-11-03 17:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-11-03 18:00,30,Unclassified,Create,Unclassified,Cooking,granola and yogurt ,,Done
2021-11-03 18:30,30,Unclassified,Consume,Unclassified,,The Journal,,Done
2021-11-03 19:00,60,Unclassified,Create,Unclassified,Let Leni Lead,Let Leni Lead Call ,,Done
2021-11-03 20:00,60,Unclassified,Connect,Unclassified,Therapy,Open relating,,Done
2021-11-03 21:00,30,Unclassified,Consume,Unclassified,Podcast,"The Journal
Wind down ",,Done
2021-11-03 21:30,30,Unclassified,Consume,Unclassified,Books,,,Done
2021-11-03 22:00,30,Unclassified,Consume,Unclassified,Books,The science of trust ,,Done
2021-11-03 22:30,510,Unclassified,Circadian,Unclassified,,,,Done
2021-11-04 07:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-04 07:30,60,Unclassified,Connect,Unclassified,Colleagues,Breakfast with Amelin ,,Done
2021-11-04 08:30,60,Unclassified,Connect,Unclassified,Colleagues,,,Done
2021-11-04 09:30,30,Unclassified,Consume,Unclassified,Mobile,Transit Home to Novena,,Done
2021-11-04 10:00,60,Unclassified,Care,Unclassified,Yoga,,,Done
2021-11-04 11:00,30,Unclassified,Consume,Unclassified,Podcast,"The Journal
Transit Home to Novena",,Done
2021-11-04 11:30,60,Unclassified,Create,Unclassified,Cooking,Breakfast,,Done
2021-11-04 12:30,30,Unclassified,Create,Unclassified,Cooking,Breakfast ,,Done
2021-11-04 13:00,30,Unclassified,Create,Unclassified,Cooking,Lunch,,Done
2021-11-04 13:30,30,Unclassified,Consume,Unclassified,Podcast,"The Journal
Hygiene  ",,Done
2021-11-04 14:00,90,Unclassified,Consume,Unclassified,Movies ,Virgin River,,Done
2021-11-04 15:30,60,Unclassified,Create,Unclassified,Governance,ThUNES Call with HR,,Done
2021-11-04 16:30,60,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-11-04 17:30,30,Unclassified,Consume,Unclassified,Podcast,"Saved for Later
Transit Home to Beauty World ",,Done
2021-11-04 18:00,30,Unclassified,Consume,Unclassified,Books,"Bel Canto
Transit Home to Beauty World ",,Done
2021-11-04 18:30,240,Unclassified,Connect,Unclassified,Colleagues,Dinner at Adrians,,Done
2021-11-04 22:30,30,Unclassified,Consume,Unclassified,,,,Done
2021-11-04 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-11-05 07:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-05 07:30,30,Unclassified,Create,Unclassified,Cooking,,,Done
2021-11-05 08:00,60,Unclassified,Connect,Unclassified,Partner,,,Done
2021-11-05 09:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-05 10:00,60,Unclassified,Circadian,Unclassified,,,,Done
2021-11-05 11:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-05 11:30,30,Unclassified,Consume,Unclassified,,,,Done
2021-11-05 12:00,30,Unclassified,Create,Unclassified,Cooking,"Soba
Pod save America ",,Done
2021-11-05 12:30,90,Unclassified,Connect,Unclassified,Partner,,,Done
2021-11-05 14:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-05 14:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-05 15:00,30,Unclassified,Consume,Unclassified,Books,Bel Canto,,Done
2021-11-05 15:30,30,Unclassified,Consume,Unclassified,Books,My mess is a bit of a life ,,Done
2021-11-05 16:00,30,Unclassified,Consume,Unclassified,Podcast,"The Waves
Dinner run",,Done
2021-11-05 16:30,30,Unclassified,Consume,Unclassified,Podcast,The Waves,,Done
2021-11-05 17:00,30,Unclassified,Consume,Unclassified,Podcast,F1: Chequered Flag ,,Done
2021-11-05 17:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-05 18:00,30,Unclassified,Consume,Unclassified,Books,Hello beautiful world ,,Done
2021-11-05 18:30,30,Unclassified,Consume,Unclassified,,,,Done
2021-11-05 19:00,60,Unclassified,Connect,Unclassified,Partner,Flatmate Discussion ,,Done
2021-11-05 20:00,30,Unclassified,Connect,Unclassified,Partner,Dinner,,Done
2021-11-05 20:30,30,Unclassified,Connect,Unclassified,Partner,Grocery,,Done
2021-11-05 21:00,30,Unclassified,Connect,Unclassified,Partner,Transit Rochor to Mountbatten ,,Done
2021-11-05 21:30,90,Unclassified,Connect,Unclassified,Partner,,,Done
2021-11-05 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-11-06 07:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-06 07:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-06 08:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-06 08:30,30,Unclassified,Circadian,Unclassified,,Breakfast Prep,,Done
2021-11-06 09:00,30,Unclassified,Circadian,Unclassified,,Breakfast,,Done
2021-11-06 09:30,30,Unclassified,Connect,Unclassified,Partner,"Breakfast Prep, Laundry",,Done
2021-11-06 10:00,30,Unclassified,Connect,Unclassified,Partner,Laundry ,,Done
2021-11-06 10:30,30,Unclassified,Connect,Unclassified,Partner,Seedlings,,Done
2021-11-06 11:00,150,Unclassified,Connect,Unclassified,Partner,Housemate Prep,,Done
2021-11-06 13:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-06 14:00,30,Unclassified,Consume,Unclassified,Podcast,"Keep It
Transit Mountbatten to Home ",,Done
2021-11-06 14:30,30,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-11-06 15:00,60,Unclassified,Consume,Unclassified,Movies ,Virgin River,,Done
2021-11-06 16:00,30,Unclassified,Consume,Unclassified,Movies ,Virgin River ,,Done
2021-11-06 16:30,30,Unclassified,Consume,Unclassified,Podcast,"Keep it
Transit home to Dhoby Ghaut ",,Done
2021-11-06 17:00,180,Unclassified,Consume,Unclassified,Movies ,Eternals,,Done
2021-11-06 20:00,60,Unclassified,Consume,Unclassified,,"Sway
Transit Dhoby Ghaut to Home ",,Done
2021-11-06 21:00,30,Unclassified,Create,Unclassified,Podcast,,,Done
2021-11-06 21:30,90,Unclassified,Consume,Unclassified,Books,,,Done
2021-11-06 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-11-07 07:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-07 07:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-07 08:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-07 08:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-07 09:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-07 09:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-07 10:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-07 10:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-07 11:00,150,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas,,Done
2021-11-07 13:30,30,Unclassified,Consume,Unclassified,Podcast,BBC F1 Chequered Flag ,,Done
2021-11-07 14:00,60,Unclassified,Create,Unclassified,Podcast,,,Done
2021-11-07 15:00,30,Unclassified,Consume,Unclassified,Podcast,BBC F1 Chequered Flag ,,Done
2021-11-07 15:30,30,Unclassified,Create,Unclassified,Blog,TV movies ,,Done
2021-11-07 16:00,60,Unclassified,Consume,Unclassified,Podcast,"Lovett or leave it 
Transit Home to Little India ",,Done
2021-11-07 17:00,150,Unclassified,Connect,Unclassified,Friends,Drinks with Ben,,Done
2021-11-07 19:30,30,Unclassified,Consume,Unclassified,Podcast,"Lovett or Leave It 
Transit Little India to Home",,Done
2021-11-07 20:00,60,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-11-07 21:00,30,Unclassified,Create,Unclassified,Let Leni Lead,Barkada Call,,Done
2021-11-07 21:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-07 22:00,90,Unclassified,Consume,Unclassified,Books,Why were polarised ,,Done
2021-11-07 23:30,450,Unclassified,Circadian,Unclassified,,,,Done
2021-11-08 07:00,60,Unclassified,Consume,Unclassified,,,,Done
2021-11-08 08:00,60,Unclassified,Connect,Unclassified,Partner,,,Done
2021-11-08 09:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-11-08 09:30,30,Unclassified,Career,Unclassified,Troubleshoot,Email export arien,,Done
2021-11-08 10:00,30,Unclassified,Career,Unclassified,Reports,Channel Overview,,Done
2021-11-08 10:30,60,Unclassified,Career,Unclassified,Reports,Trident Wow,,Done
2021-11-08 11:30,60,Unclassified,Consume,Unclassified,Books,"Beautiful world, where are you",,Done
2021-11-08 12:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-08 13:00,30,Unclassified,Consume,Unclassified,Mobile,Meta stalking ,,Done
2021-11-08 13:30,30,Unclassified,Connect,Unclassified,Partner,Lunch,,Done
2021-11-08 14:00,30,Unclassified,Career,Unclassified,Meeting,Aampe x Analytics ,,Done
2021-11-08 14:30,30,Unclassified,Career,Unclassified,Troubleshoot,,,Done
2021-11-08 15:00,30,Unclassified,Consume,Unclassified,Books,Why were polarised ,,Done
2021-11-08 15:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-08 16:00,30,Unclassified,Create,Unclassified,Governance,Greenweek Dunman High School Feedback,,Done
2021-11-08 16:30,30,Unclassified,Career,Unclassified,Meeting,Product x Marketing Check In,,Done
2021-11-08 17:00,30,Unclassified,Consume,Unclassified,,,,Done
2021-11-08 17:30,30,Unclassified,Career,Unclassified,Meeting,RMSP x MarTech,,Done
2021-11-08 18:00,30,Unclassified,Connect,Unclassified,Colleagues,Post meeting convo with Adrian. Kelvin Koh as our boss? yikes. ,,Done
2021-11-08 18:30,60,Unclassified,Consume,Unclassified,Books,Why were polarised ,,Done
2021-11-08 19:30,30,Unclassified,Create,Unclassified,Let Leni Lead,"Dinner
Kakampink strategy ",,Done
2021-11-08 20:00,30,Unclassified,Connect,Unclassified,Partner,Post dinner clean up,,Done
2021-11-08 20:30,90,Unclassified,Connect,Unclassified,Partner,,,Done
2021-11-08 22:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-08 22:30,60,Unclassified,Connect,Unclassified,Partner,,,Done
2021-11-08 23:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-09 00:00,30,Unclassified,Connect,Unclassified,Therapy,,,Done
2021-11-09 00:30,390,Unclassified,Circadian,Unclassified,,,,Done
2021-11-09 07:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-09 07:30,60,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-09 08:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2021-11-09 09:00,30,Unclassified,Connect,Unclassified,Partner,Breakfast clean up ,,Done
2021-11-09 09:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-11-09 10:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-09 10:30,30,Unclassified,Consume,Unclassified,,"
Transit Mountbatten to Home ",,Done
2021-11-09 11:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-11-09 11:30,30,Unclassified,Career,Unclassified,Troubleshoot,,,Done
2021-11-09 12:00,60,Unclassified,Consume,Unclassified,Movies ,Countdown to Christmas ,,Done
2021-11-09 13:00,60,Unclassified,Career,Unclassified,Meeting,Grab.com Experiments,,Done
2021-11-09 14:00,30,Unclassified,Career,Unclassified,Meeting,1:1 Hui Ling,,Done
2021-11-09 14:30,30,Unclassified,Create,Unclassified,Gardening,,,Done
2021-11-09 15:00,30,Unclassified,Create,Unclassified,Let Leni Lead,Reach out to schedule ,,Done
2021-11-09 15:30,30,Unclassified,Career,Unclassified,Meeting,1:1 Sanket,,Done
2021-11-09 16:00,30,Unclassified,Create,Unclassified,Let Leni Lead,Reach out to schedule ,,Done
2021-11-09 16:30,30,Unclassified,Consume,Unclassified,Mobile,Recipe research,,Done
2021-11-09 17:00,30,Unclassified,Care,Unclassified,Masturbation,,,Done
2021-11-09 17:30,30,Unclassified,Career,Unclassified,Troubleshoot,,,Done
2021-11-09 18:00,30,Unclassified,Care,Unclassified,Hygiene,,,Done
2021-11-09 18:30,30,Unclassified,Consume,Unclassified,Podcast,Transit Home to Orchard,,Done
2021-11-09 19:00,180,Unclassified,Connect,Unclassified,Friends,Dinner with chetna,,Done
2021-11-09 22:00,30,Unclassified,Consume,Unclassified,Podcast,"Offline
Transit Orchard to Home ",,Done
2021-11-09 22:30,30,Unclassified,Create,Unclassified,Education,Duolingo,,Done
2021-11-09 23:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-09 23:30,30,Unclassified,Care,Unclassified,Masturbation,,,Done
2021-11-10 00:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-10 00:30,390,Unclassified,Circadian,Unclassified,,,,Done
2021-11-10 07:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-10 08:00,60,Unclassified,Connect,Unclassified,Therapy,,,Done
2021-11-10 09:00,30,Unclassified,Create,Unclassified,Let Leni Lead,,,Done
2021-11-10 09:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-11-10 10:00,30,Unclassified,Care,Unclassified,Walking,,,Done
2021-11-10 10:30,60,Unclassified,Care,Unclassified,Yoga,,,Done
2021-11-10 11:30,30,Unclassified,Consume,Unclassified,Podcast,"Pod save America 
Grocery ",,Done
2021-11-10 12:00,30,Unclassified,Consume,Unclassified,Movies ,"Pod save America
Transit Novena to Home ",,Done
2021-11-10 12:30,90,Unclassified,Consume,Unclassified,Movies ,Virgin River,,Done
2021-11-10 14:00,60,Unclassified,Career,Unclassified,Meeting,Deck check In,,Done
2021-11-10 15:00,30,Unclassified,Consume,Unclassified,Podcast,"Multiamory
Transit Home to Toa Payoh",,Done
2021-11-10 15:30,60,Unclassified,Care,Unclassified,Walking,Meals on Wheels,,Done
2021-11-10 16:30,30,Unclassified,Consume,Unclassified,Podcast,Transit Toa Payoh to Orchard,,Done
2021-11-10 17:00,120,Unclassified,Connect,Unclassified,Colleagues,Drinks with Paul (Ematic),,Done
2021-11-10 19:00,30,Unclassified,Consume,Unclassified,,Transit Orchard to Balestier ,,Done
2021-11-10 19:30,60,Unclassified,Connect,Unclassified,Colleagues,Dinner with Zen,,Done
2021-11-10 20:30,30,Unclassified,Consume,Unclassified,Podcast,"Hidden Brain 
Transit Balestier to Home",,Done
2021-11-10 21:00,60,Unclassified,Connect,Unclassified,Friends,Candy Girls Catch Up,,Done
2021-11-10 22:00,30,Unclassified,Consume,Unclassified,Books,The science of trust ,,Done
2021-11-10 22:30,30,Unclassified,Consume,Unclassified,Books,Beautiful World Where Are you,,Done
2021-11-10 23:00,540,Unclassified,Circadian,Unclassified,,,,Done
2021-11-11 08:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-11 08:30,30,Unclassified,Career,Unclassified,Reports,Product x Marketing Report ,,Done
2021-11-11 09:00,90,Unclassified,Career,Unclassified,Meeting,Product X Marketing Priorities ,,Done
2021-11-11 10:30,30,Unclassified,Career,Unclassified,Meeting,1:1/Adrian,,Done
2021-11-11 11:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-11 11:30,30,Unclassified,Create,Unclassified,Cooking,,,Done
2021-11-11 12:00,60,Unclassified,Career,Unclassified,Meeting,Team Workshop Day 1,,Done
2021-11-11 13:00,60,Unclassified,Create,Unclassified,Cooking,Lunch,,Done
2021-11-11 14:00,30,Unclassified,Consume,Unclassified,Movies ,"Virgin River
Lunch",,Done
2021-11-11 14:30,60,Unclassified,Consume,Unclassified,Movies ,Virgin River,,Done
2021-11-11 15:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-11 16:00,60,Unclassified,Career,Unclassified,Meeting,MTPO team sync,,Done
2021-11-11 17:00,30,Unclassified,Career,Unclassified,Meeting,Comms Leads BiMonthly,,Done
2021-11-11 17:30,30,Unclassified,Create,Unclassified,Cooking,Humus ,,Done
2021-11-11 18:00,30,Unclassified,Consume,Unclassified,,"Pod save the world
Transit Home to Joo Chiat",,Done
2021-11-11 18:30,30,Unclassified,Consume,Unclassified,,Transit Marine Parade to Joo Chiat ,,Done
2021-11-11 19:00,120,Unclassified,Connect,Unclassified,Colleagues,Dinner with Mike (Thoughtfull) ,,Done
2021-11-11 21:00,30,Unclassified,Consume,Unclassified,Podcast,"Vox Conversations
Transit Joo Chiat to Home ",,Done
2021-11-11 21:30,30,Unclassified,Consume,Unclassified,Books,"Why were polarised
Transit Joo Chiat to Home ",,Done
2021-11-11 22:00,30,Unclassified,Care,Unclassified,Yoga,Yin yoga,,Done
2021-11-11 22:30,30,Unclassified,Care,Unclassified,Masturbation,,,Done
2021-11-11 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-11-12 07:00,60,Unclassified,Create,Unclassified,Cooking,,,Done
2021-11-12 08:00,60,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2021-11-12 09:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-11-12 09:30,240,Unclassified,Career,Unclassified,Meeting,Team Workshop Day 2,,Done
2021-11-12 13:30,60,Unclassified,Connect,Unclassified,Partner,Luncg,,Done
2021-11-12 14:30,30,Unclassified,Create,Unclassified,Governance,Thoughtfull Interveiw,,Done
2021-11-12 15:00,60,Unclassified,Career,Unclassified,Meeting,Team check in ,,Done
2021-11-12 16:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-12 17:00,90,Unclassified,Consume,Unclassified,Music,Red Taylor Version ,,Done
2021-11-12 18:30,30,Unclassified,Consume,Unclassified,Music,"Red Taylor version
Transit Home to Fort Canning",,Done
2021-11-12 19:00,60,Unclassified,Connect,Unclassified,Partner,Mini Golf,,Done
2021-11-12 20:00,90,Unclassified,Connect,Unclassified,Partner,Dinner,,Done
2021-11-12 21:30,30,Unclassified,Consume,Unclassified,Music,"red Taylor version 
Transit Fort Canning to Mountbatten ",,Done
2021-11-12 22:00,30,Unclassified,Connect,Unclassified,Partner,Wind down,,Done
2021-11-12 22:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-12 23:00,600,Unclassified,Circadian,Unclassified,,,,Done
2021-11-13 09:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-11-13 09:30,120,Unclassified,Circadian,Unclassified,,,,Done
2021-11-13 11:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast Prep,,Done
2021-11-13 12:00,30,Unclassified,Connect,Unclassified,Partner,Breakfast,,Done
2021-11-13 12:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast Clean Up,,Done
2021-11-13 13:00,30,Unclassified,Connect,Unclassified,Partner,Laundry,,Done
2021-11-13 13:30,30,Unclassified,Connect,Unclassified,Partner,Plant Weed Out,,Done
2021-11-13 14:00,30,Unclassified,Consume,Unclassified,Podcast,"Keep it
Grocery at Paya Lebar",,Done
2021-11-13 14:30,30,Unclassified,Consume,Unclassified,Podcast,Keep It,,Done
2021-11-13 15:00,30,Unclassified,Care,Unclassified,Hygiene,,,Done
2021-11-13 15:30,30,Unclassified,Connect,Unclassified,Partner,Key problems,,Done
2021-11-13 16:00,30,Unclassified,Connect,Unclassified,Partner,Transit to Tanah Merah,,Done
2021-11-13 16:30,30,Unclassified,Consume,Unclassified,Podcast,"Keep It
Transit to Tanah Merah",,Done
2021-11-13 17:00,120,Unclassified,Connect,Unclassified,Colleagues,Meet Kiri,,Done
2021-11-13 19:00,30,Unclassified,Consume,Unclassified,Mobile,Transit Tanah Merah to Home,,Done
2021-11-13 19:30,30,Unclassified,Consume,Unclassified,Podcast,"Saved for Later
Transit Tanah Merah to Home",,Done
2021-11-13 20:00,60,Unclassified,Create,Unclassified,Podcast,BMIH S2E13 Recording ,,Done
2021-11-13 21:00,60,Unclassified,Create,Unclassified,Let Leni Lead,Lou SOA Call,,Done
2021-11-13 22:00,90,Unclassified,Connect,Unclassified,Family,Girlzzz Call,,Done
2021-11-13 23:30,480,Unclassified,Circadian,Unclassified,,,,Done
2021-11-14 07:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-11-14 08:00,60,Unclassified,Care,Unclassified,Walking,Hike at Botanic with Pam and ed,,Done
2021-11-14 09:00,60,Unclassified,Care,Unclassified,Walking,"Lovett or Leave it
Hike at Botanic with Pam and ed",,Done
2021-11-14 10:00,30,Unclassified,Consume,Unclassified,Podcast,Transit Botanic Gardens to Home ,,Done
2021-11-14 10:30,90,Unclassified,Connect,Unclassified,Family,Hallmark Movie,,Done
2021-11-14 12:00,60,Unclassified,Connect,Unclassified,Family,Lunch,,Done
2021-11-14 13:00,30,Unclassified,Connect,Unclassified,Family,Hallmark Movie,,Done
2021-11-14 13:30,60,Unclassified,Create,Unclassified,Podcast,BMIH editing,,Done
2021-11-14 14:30,60,Unclassified,Consume,Unclassified,Music,Red Taylor’s Version,,Done
2021-11-14 15:30,30,Unclassified,Consume,Unclassified,Podcast,"Lovett or Leave It
Transit Home to Botanic Gardens ",,Done
2021-11-14 16:00,120,Unclassified,Connect,Unclassified,Colleagues,Picnic with Jade,,Done
2021-11-14 18:00,30,Unclassified,Consume,Unclassified,Podcast,Transit Botanic Gardens to Home ,,Done
2021-11-14 18:30,30,Unclassified,Consume,Unclassified,Podcast,Transit Home to Tanglin,,Done
2021-11-14 19:00,180,Unclassified,Connect,Unclassified,Friends,Dinner with Chetna,,Done
2021-11-14 22:00,30,Unclassified,Consume,Unclassified,Podcast,Transit Tanglin to Home,,Done
2021-11-14 22:30,30,Unclassified,Consume,Unclassified,Books,,,Done
